accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
3821,Bangalore,Karnataka,13.099059,77.752894,9/18/2024,21:00,21,Wednesday,0,highway,3,0,rain,medium,27,low,weather,minor,1,0,0,None,0.25
3822,Bangalore,Karnataka,13.099482,77.624285,5/30/2022,19:00,19,Monday,0,highway,2,1,rain,medium,16,high,weather,minor,1,1,1,None,0.6
3823,Hyderabad,Telangana,17.587026,78.28925,1/1/2022,19:00,19,Saturday,1,urban,4,1,fog,low,16,medium,weather,minor,2,1,1,None,0.6
3824,Mumbai,Maharashtra,19.212343,72.831524,7/18/2022,0:00,0,Monday,0,highway,5,0,clear,high,35,high,weather,major,1,1,0,None,0.3
3825,Bangalore,Karnataka,12.982943,77.463497,6/24/2023,6:00,6,Saturday,1,highway,3,0,fog,low,19,high,poor road,minor,3,2,0,None,0.65
3826,Pune,Maharashtra,18.644211,73.70631,5/19/2022,11:00,11,Thursday,0,highway,3,0,fog,low,32,high,overspeeding,minor,3,3,0,None,0.65
3827,Pune,Maharashtra,18.510143,73.966173,1/3/2023,9:00,9,Tuesday,0,urban,6,1,clear,high,38,high,poor road,minor,2,1,1,None,0.45
3828,Bangalore,Karnataka,12.885183,77.61839,7/11/2022,20:00,20,Monday,0,rural,5,0,clear,high,16,high,poor road,minor,3,3,0,None,0.3
3829,Mumbai,Maharashtra,18.872883,72.734171,3/20/2022,14:00,14,Sunday,1,highway,4,0,fog,low,17,medium,weather,minor,1,0,0,None,0.45
3830,Delhi,Delhi,28.406543,76.877025,12/5/2022,13:00,13,Monday,0,highway,1,1,rain,medium,37,medium,drunk driving,major,3,1,0,None,0.25
3831,Pune,Maharashtra,18.613309,73.918307,2/18/2024,12:00,12,Sunday,1,highway,2,0,fog,low,27,high,drunk driving,minor,1,1,0,None,0.65
3832,Pune,Maharashtra,18.61184,73.894012,10/4/2022,2:00,2,Tuesday,0,highway,1,0,clear,high,29,low,distraction,minor,2,1,0,None,0.1
3833,Delhi,Delhi,28.898513,76.949692,4/19/2024,14:00,14,Friday,0,highway,2,1,fog,low,16,low,poor road,major,3,1,0,None,0.45
3834,Pune,Maharashtra,18.421367,73.960038,4/20/2022,16:00,16,Wednesday,0,rural,1,0,fog,low,32,medium,distraction,fatal,3,3,0,None,0.65
3835,Mumbai,Maharashtra,19.116049,72.890219,10/16/2022,3:00,3,Sunday,1,urban,6,1,clear,high,21,medium,weather,minor,4,4,0,None,0.1
3836,Pune,Maharashtra,18.505567,73.741778,4/25/2023,6:00,6,Tuesday,0,rural,5,0,rain,medium,34,low,weather,major,5,0,0,None,0.25
3837,Mumbai,Maharashtra,19.068207,72.874948,6/10/2022,22:00,22,Friday,0,highway,5,0,clear,high,25,low,poor road,major,5,0,0,None,0.1
3838,Mumbai,Maharashtra,18.903795,72.715783,1/17/2022,9:00,9,Monday,0,rural,6,0,fog,low,32,medium,drunk driving,minor,1,1,1,None,0.6
3839,Chandigarh,Punjab,30.617787,76.725703,11/2/2022,21:00,21,Wednesday,0,urban,5,0,rain,medium,19,medium,poor road,major,4,0,0,None,0.25
3840,Hyderabad,Telangana,17.277226,78.242653,7/2/2024,0:00,0,Tuesday,0,highway,4,0,rain,low,18,low,distraction,minor,4,3,0,None,0.45
3841,Bangalore,Karnataka,12.86393,77.715936,8/18/2023,7:00,7,Friday,0,rural,1,1,clear,high,38,high,poor road,minor,2,1,0,None,0.3
3842,Bangalore,Karnataka,12.994201,77.546749,2/1/2022,14:00,14,Tuesday,0,urban,5,1,rain,low,24,medium,overspeeding,minor,1,0,0,None,0.45
3843,Delhi,Delhi,28.477669,77.108666,1/13/2022,22:00,22,Thursday,0,highway,1,1,rain,low,15,low,weather,fatal,2,2,0,None,0.65
3844,Pune,Maharashtra,18.599192,73.996447,6/7/2024,17:00,17,Friday,0,rural,4,1,fog,low,16,high,poor road,minor,1,1,1,None,0.8
3845,Mumbai,Maharashtra,19.066106,72.88883,1/23/2022,20:00,20,Sunday,1,rural,2,0,clear,high,37,medium,weather,fatal,3,3,0,None,0.3
3846,Mumbai,Maharashtra,19.286922,72.861842,12/4/2024,2:00,2,Wednesday,0,urban,1,0,rain,low,28,low,distraction,minor,2,0,0,None,0.45
3847,Kolkata,West Bengal,22.45338,88.369558,8/19/2023,15:00,15,Saturday,1,rural,4,0,rain,medium,23,high,poor road,minor,4,1,0,None,0.45
3848,Bangalore,Karnataka,12.987691,77.579067,1/21/2024,17:00,17,Sunday,1,urban,4,0,fog,low,22,high,weather,minor,1,1,1,None,0.8
3849,Chandigarh,Punjab,30.746684,76.854838,11/28/2024,17:00,17,Thursday,0,urban,3,1,clear,high,34,high,overspeeding,major,3,0,1,None,0.45
3850,Kolkata,West Bengal,22.411848,88.267587,6/25/2024,13:00,13,Tuesday,0,urban,1,1,clear,high,19,low,weather,minor,4,0,0,None,0.1
3851,Chandigarh,Punjab,30.669563,76.741704,11/20/2024,12:00,12,Wednesday,0,highway,3,0,rain,medium,34,low,drunk driving,fatal,5,5,0,None,0.45
3852,Kolkata,West Bengal,22.664341,88.42852,6/5/2022,0:00,0,Sunday,1,highway,4,0,fog,low,18,low,overspeeding,fatal,3,3,0,None,0.65
3853,Pune,Maharashtra,18.425551,73.823382,4/10/2023,17:00,17,Monday,0,urban,5,0,fog,low,22,high,distraction,minor,4,2,1,None,0.8
3854,Chennai,Tamil Nadu,13.191555,80.225763,8/17/2024,10:00,10,Saturday,1,rural,6,1,clear,high,17,medium,distraction,major,1,0,1,None,0.25
3855,Bangalore,Karnataka,13.055783,77.508103,1/4/2025,22:00,22,Saturday,1,highway,1,0,fog,low,32,high,poor road,minor,5,5,0,None,0.65
3856,Kolkata,West Bengal,22.672946,88.393015,11/12/2024,21:00,21,Tuesday,0,rural,1,1,rain,low,22,medium,drunk driving,major,3,2,0,None,0.45
3857,Delhi,Delhi,28.841795,76.812975,3/21/2022,10:00,10,Monday,0,rural,3,1,clear,high,27,medium,poor road,minor,1,0,1,None,0.25
3858,Hyderabad,Telangana,17.274747,78.42179,6/28/2024,10:00,10,Friday,0,rural,4,0,rain,medium,18,high,overspeeding,major,1,1,1,None,0.6
3859,Delhi,Delhi,28.686619,76.952529,3/4/2024,0:00,0,Monday,0,rural,3,0,clear,high,24,low,overspeeding,fatal,5,5,0,None,0.3
3860,Kolkata,West Bengal,22.686838,88.314995,10/26/2024,19:00,19,Saturday,1,highway,5,0,clear,high,19,high,overspeeding,minor,2,1,1,None,0.45
3861,Mumbai,Maharashtra,18.943152,72.833291,11/5/2022,8:00,8,Saturday,1,highway,2,1,fog,low,24,high,overspeeding,minor,2,0,1,None,0.8
3862,Hyderabad,Telangana,17.553495,78.324392,9/22/2022,5:00,5,Thursday,0,urban,2,0,rain,medium,25,low,poor road,major,2,2,0,None,0.25
3863,Mumbai,Maharashtra,19.155914,72.737895,4/16/2024,18:00,18,Tuesday,0,urban,5,0,rain,medium,17,high,overspeeding,fatal,4,4,1,None,0.8
3864,Pune,Maharashtra,18.490778,73.96039,10/15/2023,12:00,12,Sunday,1,urban,1,0,clear,high,27,medium,poor road,major,3,1,0,None,0.1
3865,Pune,Maharashtra,18.434518,73.916334,3/26/2022,12:00,12,Saturday,1,highway,3,0,clear,high,27,high,distraction,minor,4,2,0,None,0.3
3866,Chennai,Tamil Nadu,13.181795,80.130798,1/22/2022,6:00,6,Saturday,1,urban,5,1,fog,low,30,high,poor road,fatal,1,1,0,None,0.85
3867,Chandigarh,Punjab,30.746031,76.810558,2/1/2024,21:00,21,Thursday,0,urban,2,1,rain,medium,21,medium,drunk driving,major,3,3,0,None,0.25
3868,Delhi,Delhi,28.887407,77.272652,6/18/2024,6:00,6,Tuesday,0,highway,2,1,clear,high,19,high,weather,minor,3,1,0,None,0.3
3869,Kolkata,West Bengal,22.499213,88.306986,3/12/2025,18:00,18,Wednesday,0,rural,3,1,clear,high,24,high,poor road,minor,2,1,1,None,0.45
3870,Delhi,Delhi,28.512284,77.184409,7/2/2023,8:00,8,Sunday,1,rural,2,0,fog,low,28,high,overspeeding,major,1,1,1,None,0.8
3871,Chennai,Tamil Nadu,13.163468,80.170432,2/13/2024,16:00,16,Tuesday,0,rural,1,0,clear,high,30,medium,poor road,minor,3,2,0,None,0.1
3872,Bangalore,Karnataka,12.872713,77.500159,9/24/2024,19:00,19,Tuesday,0,rural,6,1,clear,high,29,high,drunk driving,minor,3,3,1,None,0.45
3873,Delhi,Delhi,28.640653,76.842002,4/20/2023,4:00,4,Thursday,0,urban,5,1,clear,high,20,low,drunk driving,fatal,5,5,0,None,0.3
3874,Chennai,Tamil Nadu,13.065724,80.167541,5/24/2023,2:00,2,Wednesday,0,urban,5,0,clear,high,18,low,poor road,major,5,5,0,None,0.1
3875,Hyderabad,Telangana,17.522718,78.344418,12/1/2023,9:00,9,Friday,0,urban,3,1,rain,low,16,medium,weather,minor,3,3,1,None,0.6
3876,Mumbai,Maharashtra,19.043211,72.914182,12/16/2023,9:00,9,Saturday,1,urban,1,1,clear,high,36,medium,overspeeding,major,5,4,1,None,0.25
3877,Delhi,Delhi,28.765522,77.017391,12/27/2024,19:00,19,Friday,0,urban,4,0,rain,medium,17,high,poor road,minor,2,1,1,None,0.6
3878,Hyderabad,Telangana,17.462688,78.255074,12/22/2022,4:00,4,Thursday,0,urban,5,0,fog,low,22,high,drunk driving,minor,3,3,0,None,0.65
3879,Pune,Maharashtra,18.651944,73.818564,7/1/2022,2:00,2,Friday,0,urban,4,0,clear,high,28,low,distraction,major,5,1,0,None,0.1
3880,Pune,Maharashtra,18.439725,73.989183,7/18/2022,1:00,1,Monday,0,urban,1,1,clear,high,15,low,overspeeding,minor,5,3,0,None,0.1
3881,Delhi,Delhi,28.458902,77.157935,11/7/2024,21:00,21,Thursday,0,urban,3,1,fog,low,37,high,drunk driving,minor,2,0,0,None,0.65
3882,Mumbai,Maharashtra,18.878625,72.903937,10/1/2024,10:00,10,Tuesday,0,highway,1,1,clear,high,34,low,drunk driving,fatal,2,2,1,None,0.45
3883,Pune,Maharashtra,18.57313,73.994153,10/24/2022,5:00,5,Monday,0,urban,2,0,clear,high,36,low,poor road,minor,4,4,0,None,0.1
3884,Kolkata,West Bengal,22.439475,88.475393,8/18/2024,8:00,8,Sunday,1,highway,6,1,clear,high,35,medium,drunk driving,minor,5,0,1,None,0.25
3885,Chennai,Tamil Nadu,13.037015,80.284166,4/13/2025,0:00,0,Sunday,1,urban,3,1,rain,low,32,low,poor road,minor,5,5,0,None,0.45
3886,Bangalore,Karnataka,12.922209,77.689,5/5/2024,11:00,11,Sunday,1,rural,4,1,rain,medium,17,high,distraction,major,2,0,0,None,0.45
3887,Chennai,Tamil Nadu,12.80153,80.157125,8/25/2024,13:00,13,Sunday,1,highway,4,0,rain,medium,23,medium,distraction,major,4,2,0,None,0.25
3888,Chennai,Tamil Nadu,13.065873,80.135585,5/7/2022,3:00,3,Saturday,1,rural,4,0,rain,medium,30,low,drunk driving,major,4,3,0,None,0.25
3889,Pune,Maharashtra,18.594917,73.709242,2/28/2024,20:00,20,Wednesday,0,urban,4,0,rain,low,22,low,weather,major,3,0,0,None,0.45
3890,Chandigarh,Punjab,30.629733,76.788228,9/29/2024,8:00,8,Sunday,1,rural,3,1,rain,medium,16,high,overspeeding,minor,2,0,1,None,0.6
3891,Pune,Maharashtra,18.612728,73.850811,5/20/2023,8:00,8,Saturday,1,highway,5,1,rain,low,38,high,poor road,minor,2,1,1,None,0.8
3892,Pune,Maharashtra,18.495851,73.839879,5/18/2024,3:00,3,Saturday,1,urban,5,0,clear,high,35,low,overspeeding,minor,4,2,0,None,0.1
3893,Bangalore,Karnataka,12.909255,77.540351,11/4/2023,5:00,5,Saturday,1,rural,1,1,fog,low,19,low,distraction,minor,1,0,0,None,0.45
3894,Pune,Maharashtra,18.633998,73.968034,9/8/2024,17:00,17,Sunday,1,rural,2,0,clear,high,25,medium,overspeeding,minor,1,0,1,None,0.25
3895,Delhi,Delhi,28.471368,76.876055,5/22/2024,16:00,16,Wednesday,0,highway,3,1,rain,medium,28,low,distraction,major,3,3,0,None,0.25
3896,Chandigarh,Punjab,30.607282,76.797232,8/28/2023,16:00,16,Monday,0,urban,1,0,clear,high,28,high,weather,minor,1,1,0,None,0.3
3897,Pune,Maharashtra,18.520367,73.830456,10/29/2022,7:00,7,Saturday,1,highway,6,1,clear,high,35,high,overspeeding,major,4,2,0,None,0.3
3898,Bangalore,Karnataka,12.980118,77.726143,2/25/2023,21:00,21,Saturday,1,urban,2,0,clear,high,36,low,poor road,minor,4,4,0,None,0.1
3899,Pune,Maharashtra,18.522654,73.985491,12/12/2022,19:00,19,Monday,0,highway,3,0,fog,low,21,high,weather,minor,4,4,1,None,0.8
3900,Chennai,Tamil Nadu,12.810145,80.159297,11/7/2023,2:00,2,Tuesday,0,rural,6,1,rain,medium,23,low,drunk driving,minor,5,5,0,None,0.25
3901,Chandigarh,Punjab,30.679028,76.801687,5/15/2022,21:00,21,Sunday,1,rural,5,1,rain,medium,27,high,drunk driving,minor,2,1,0,None,0.45
3902,Delhi,Delhi,28.78574,76.853792,8/20/2023,13:00,13,Sunday,1,highway,4,1,fog,low,33,medium,poor road,minor,2,2,0,None,0.45
3903,Delhi,Delhi,28.749284,77.171831,12/21/2022,9:00,9,Wednesday,0,rural,2,0,rain,medium,15,medium,poor road,major,5,5,1,None,0.4
3904,Kolkata,West Bengal,22.563882,88.322423,5/4/2024,12:00,12,Saturday,1,highway,1,1,rain,medium,17,low,drunk driving,major,4,4,0,None,0.25
3905,Pune,Maharashtra,18.47544,73.817682,5/17/2022,2:00,2,Tuesday,0,highway,2,1,clear,high,31,high,overspeeding,minor,2,1,0,None,0.3
3906,Mumbai,Maharashtra,19.245466,72.866693,2/24/2022,22:00,22,Thursday,0,highway,1,1,clear,high,37,low,overspeeding,minor,4,0,0,None,0.1
3907,Pune,Maharashtra,18.483416,73.974121,7/11/2023,1:00,1,Tuesday,0,urban,4,1,clear,high,40,low,distraction,minor,3,3,0,None,0.1
3908,Delhi,Delhi,28.75519,76.907804,6/12/2022,19:00,19,Sunday,1,highway,2,1,rain,medium,29,medium,overspeeding,minor,1,0,1,None,0.4
3909,Chandigarh,Punjab,30.781928,76.738775,11/1/2024,5:00,5,Friday,0,rural,4,1,fog,low,23,high,weather,minor,4,4,0,Diwali,0.75
3910,Hyderabad,Telangana,17.535258,78.589962,3/4/2024,17:00,17,Monday,0,highway,5,1,rain,low,32,medium,weather,minor,1,1,1,None,0.6
3911,Mumbai,Maharashtra,18.991911,72.817415,6/25/2024,18:00,18,Tuesday,0,urban,3,0,clear,high,18,high,distraction,major,5,5,1,None,0.45
3912,Hyderabad,Telangana,17.510848,78.597159,4/22/2024,6:00,6,Monday,0,rural,6,1,rain,low,32,low,weather,minor,2,0,0,None,0.45
3913,Chennai,Tamil Nadu,12.838717,80.113583,9/24/2023,17:00,17,Sunday,1,rural,5,1,clear,high,26,medium,poor road,major,5,4,1,None,0.25
3914,Bangalore,Karnataka,13.161598,77.557489,11/30/2024,21:00,21,Saturday,1,urban,6,0,rain,medium,17,low,distraction,minor,1,0,0,None,0.25
3915,Chennai,Tamil Nadu,12.938979,80.253336,2/27/2023,8:00,8,Monday,0,highway,5,0,fog,low,30,medium,drunk driving,major,2,0,1,None,0.6
3916,Chennai,Tamil Nadu,13.064989,80.161706,2/1/2022,9:00,9,Tuesday,0,rural,4,0,fog,low,17,medium,weather,minor,4,0,1,None,0.6
3917,Hyderabad,Telangana,17.461729,78.418996,1/30/2024,1:00,1,Tuesday,0,highway,6,1,rain,medium,31,low,distraction,major,2,0,0,None,0.25
3918,Bangalore,Karnataka,13.155814,77.4664,10/10/2022,19:00,19,Monday,0,rural,6,1,fog,low,28,high,weather,fatal,4,4,1,None,1
3919,Chandigarh,Punjab,30.779947,76.707347,3/28/2022,20:00,20,Monday,0,highway,2,1,rain,low,37,medium,distraction,major,3,1,0,None,0.45
3920,Hyderabad,Telangana,17.423768,78.396817,12/18/2024,13:00,13,Wednesday,0,highway,4,1,fog,low,27,medium,weather,major,1,1,0,None,0.45
3921,Kolkata,West Bengal,22.519582,88.440427,4/5/2023,20:00,20,Wednesday,0,highway,6,1,fog,low,24,high,distraction,minor,5,3,0,None,0.65
3922,Bangalore,Karnataka,13.119834,77.733185,5/27/2022,21:00,21,Friday,0,highway,3,1,rain,low,40,low,overspeeding,major,4,3,0,None,0.45
3923,Hyderabad,Telangana,17.58677,78.354857,8/9/2024,16:00,16,Friday,0,urban,1,0,fog,low,17,high,distraction,major,5,3,0,None,0.65
3924,Kolkata,West Bengal,22.594553,88.252899,4/1/2023,8:00,8,Saturday,1,rural,1,1,rain,low,27,high,overspeeding,minor,4,3,1,None,0.8
3925,Mumbai,Maharashtra,19.008029,72.99755,2/4/2025,14:00,14,Tuesday,0,rural,2,1,fog,low,26,low,poor road,fatal,4,4,0,None,0.65
3926,Pune,Maharashtra,18.540368,73.94481,5/16/2022,10:00,10,Monday,0,highway,6,1,rain,low,29,high,weather,minor,2,2,1,None,0.8
3927,Pune,Maharashtra,18.670206,73.947815,3/18/2022,21:00,21,Friday,0,highway,3,0,clear,high,17,low,weather,fatal,1,1,0,None,0.3
3928,Bangalore,Karnataka,13.057192,77.556229,1/23/2022,21:00,21,Sunday,1,urban,5,0,rain,medium,32,medium,overspeeding,fatal,3,3,0,None,0.45
3929,Hyderabad,Telangana,17.465679,78.485942,5/7/2024,16:00,16,Tuesday,0,rural,1,1,fog,low,37,low,poor road,minor,3,0,0,None,0.45
3930,Pune,Maharashtra,18.522035,73.775515,3/8/2024,5:00,5,Friday,0,urban,1,1,clear,high,39,low,drunk driving,minor,3,3,0,None,0.1
3931,Mumbai,Maharashtra,19.017584,72.810754,2/3/2022,14:00,14,Thursday,0,urban,4,0,rain,low,29,low,drunk driving,minor,3,0,0,None,0.45
3932,Chennai,Tamil Nadu,12.998466,80.126253,6/22/2023,1:00,1,Thursday,0,rural,2,0,rain,low,40,low,overspeeding,minor,1,1,0,None,0.45
3933,Delhi,Delhi,28.447411,76.929161,8/8/2024,8:00,8,Thursday,0,highway,2,0,clear,high,22,high,distraction,major,3,3,1,None,0.45
3934,Pune,Maharashtra,18.442455,73.735734,3/10/2022,15:00,15,Thursday,0,urban,5,0,clear,high,17,medium,poor road,minor,5,2,0,None,0.1
3935,Mumbai,Maharashtra,19.278676,72.935834,11/27/2022,15:00,15,Sunday,1,highway,6,0,rain,low,35,low,overspeeding,fatal,2,2,0,None,0.65
3936,Bangalore,Karnataka,12.8935,77.728409,1/25/2025,11:00,11,Saturday,1,urban,1,0,clear,high,31,medium,drunk driving,major,5,1,0,None,0.1
3937,Chennai,Tamil Nadu,12.803057,80.256023,12/10/2024,21:00,21,Tuesday,0,rural,2,0,rain,low,30,low,overspeeding,minor,2,2,0,None,0.45
3938,Hyderabad,Telangana,17.371711,78.378765,12/19/2022,18:00,18,Monday,0,urban,5,1,fog,low,32,high,drunk driving,major,1,0,1,None,0.8
3939,Delhi,Delhi,28.694678,77.129649,12/13/2022,1:00,1,Tuesday,0,rural,2,0,clear,high,19,low,poor road,minor,5,0,0,None,0.1
3940,Bangalore,Karnataka,13.077174,77.429072,12/1/2024,12:00,12,Sunday,1,highway,6,0,fog,low,36,low,distraction,major,3,2,0,None,0.45
3941,Chandigarh,Punjab,30.721758,76.796047,1/20/2023,3:00,3,Friday,0,urban,4,0,rain,medium,37,low,overspeeding,minor,2,1,0,None,0.25
3942,Chennai,Tamil Nadu,13.196199,80.28358,8/8/2023,4:00,4,Tuesday,0,highway,1,0,rain,low,31,high,poor road,minor,1,1,0,None,0.65
3943,Chandigarh,Punjab,30.647413,76.742277,3/24/2022,14:00,14,Thursday,0,rural,2,1,rain,low,20,medium,weather,major,5,2,0,None,0.45
3944,Pune,Maharashtra,18.499379,73.82824,5/7/2022,1:00,1,Saturday,1,rural,2,0,rain,low,40,medium,overspeeding,minor,4,1,0,None,0.45
3945,Hyderabad,Telangana,17.380717,78.411664,9/6/2023,22:00,22,Wednesday,0,rural,4,0,rain,low,25,low,poor road,fatal,1,1,0,None,0.65
3946,Chandigarh,Punjab,30.627645,76.886987,7/4/2023,11:00,11,Tuesday,0,urban,1,1,rain,low,31,low,poor road,major,5,5,0,None,0.45
3947,Pune,Maharashtra,18.552892,73.94071,11/22/2022,19:00,19,Tuesday,0,rural,4,0,clear,high,24,high,drunk driving,major,1,1,1,None,0.45
3948,Hyderabad,Telangana,17.535926,78.493659,12/31/2023,20:00,20,Sunday,1,rural,3,1,fog,low,28,high,distraction,major,4,2,0,None,0.65
3949,Kolkata,West Bengal,22.553292,88.487983,5/28/2023,8:00,8,Sunday,1,highway,5,0,clear,high,19,high,drunk driving,major,1,1,1,None,0.45
3950,Chennai,Tamil Nadu,12.912884,80.222293,12/20/2022,18:00,18,Tuesday,0,highway,2,0,fog,low,22,low,overspeeding,minor,1,0,1,None,0.6
3951,Kolkata,West Bengal,22.682524,88.412972,10/31/2023,11:00,11,Tuesday,0,highway,3,1,clear,high,24,medium,drunk driving,major,3,3,0,None,0.1
3952,Chennai,Tamil Nadu,12.935147,80.119896,5/13/2022,17:00,17,Friday,0,rural,1,1,clear,high,21,high,weather,minor,1,1,1,None,0.45
3953,Delhi,Delhi,28.805357,76.996398,2/15/2024,1:00,1,Thursday,0,highway,5,1,rain,low,24,low,weather,fatal,5,5,0,None,0.65
3954,Pune,Maharashtra,18.481385,73.854163,3/13/2025,21:00,21,Thursday,0,urban,6,0,fog,low,35,low,distraction,fatal,5,5,0,None,0.65
3955,Chandigarh,Punjab,30.765363,76.815054,2/4/2022,13:00,13,Friday,0,rural,5,1,fog,low,15,high,poor road,fatal,4,4,0,None,0.85
3956,Bangalore,Karnataka,12.837855,77.412654,1/10/2023,23:00,23,Tuesday,0,rural,1,1,fog,low,17,low,drunk driving,minor,3,0,0,None,0.45
3957,Bangalore,Karnataka,13.061887,77.501812,3/19/2022,8:00,8,Saturday,1,highway,6,1,fog,low,38,low,weather,minor,3,0,1,None,0.6
3958,Mumbai,Maharashtra,18.810413,72.767377,12/20/2024,1:00,1,Friday,0,rural,3,0,clear,high,23,low,overspeeding,minor,5,4,0,None,0.1
3959,Pune,Maharashtra,18.63285,73.752931,2/5/2024,1:00,1,Monday,0,urban,4,1,fog,low,34,low,weather,minor,5,2,0,None,0.45
3960,Pune,Maharashtra,18.613864,73.949218,2/28/2023,12:00,12,Tuesday,0,highway,3,1,rain,low,34,high,poor road,major,5,4,0,None,0.65
3961,Bangalore,Karnataka,13.06031,77.62521,2/3/2022,11:00,11,Thursday,0,urban,6,1,fog,low,39,low,poor road,minor,5,4,0,None,0.45
3962,Chennai,Tamil Nadu,12.804431,80.153807,8/1/2023,22:00,22,Tuesday,0,rural,2,0,rain,medium,28,low,poor road,minor,5,3,0,None,0.25
3963,Kolkata,West Bengal,22.560403,88.436917,8/4/2024,11:00,11,Sunday,1,rural,6,0,clear,high,38,low,overspeeding,minor,1,0,0,None,0.1
3964,Kolkata,West Bengal,22.564657,88.425202,2/2/2025,19:00,19,Sunday,1,rural,4,1,rain,medium,40,high,poor road,fatal,2,2,1,None,0.8
3965,Chandigarh,Punjab,30.721343,76.854202,1/2/2022,0:00,0,Sunday,1,rural,2,0,clear,high,32,low,overspeeding,minor,2,0,0,None,0.1
3966,Chennai,Tamil Nadu,12.828279,80.181377,2/20/2024,19:00,19,Tuesday,0,highway,3,0,rain,low,19,high,weather,major,1,0,1,None,0.8
3967,Delhi,Delhi,28.46309,77.156453,9/7/2022,12:00,12,Wednesday,0,urban,2,1,rain,medium,32,low,distraction,minor,2,1,0,None,0.25
3968,Mumbai,Maharashtra,18.958444,72.718341,2/12/2023,1:00,1,Sunday,1,rural,2,0,clear,high,37,low,overspeeding,major,3,3,0,None,0.1
3969,Mumbai,Maharashtra,18.868102,72.889649,2/10/2025,2:00,2,Monday,0,rural,2,1,fog,low,29,low,distraction,minor,4,3,0,None,0.45
3970,Chennai,Tamil Nadu,12.925717,80.157838,11/18/2024,13:00,13,Monday,0,highway,4,0,fog,low,40,high,overspeeding,minor,5,5,0,None,0.65
3971,Hyderabad,Telangana,17.303836,78.429652,10/2/2024,23:00,23,Wednesday,0,urban,6,0,clear,high,21,medium,overspeeding,major,5,4,0,None,0.1
3972,Chandigarh,Punjab,30.681588,76.812551,3/15/2025,16:00,16,Saturday,1,urban,3,1,rain,medium,32,low,weather,minor,4,3,0,None,0.25
3973,Hyderabad,Telangana,17.580913,78.546764,3/11/2025,11:00,11,Tuesday,0,highway,3,1,rain,low,31,medium,weather,fatal,2,2,0,None,0.65
3974,Kolkata,West Bengal,22.530159,88.297576,4/1/2022,22:00,22,Friday,0,highway,5,0,rain,low,36,low,weather,minor,3,2,0,None,0.45
3975,Delhi,Delhi,28.741241,77.13623,10/9/2024,3:00,3,Wednesday,0,urban,5,0,fog,low,26,medium,drunk driving,minor,2,1,0,None,0.45
3976,Kolkata,West Bengal,22.496383,88.41414,6/3/2024,16:00,16,Monday,0,urban,3,1,fog,low,34,high,drunk driving,minor,1,1,0,None,0.65
3977,Chennai,Tamil Nadu,12.803447,80.190025,10/29/2024,21:00,21,Tuesday,0,highway,3,1,fog,low,20,low,overspeeding,fatal,4,4,0,None,0.65
3978,Bangalore,Karnataka,12.91882,77.429459,9/29/2022,1:00,1,Thursday,0,rural,6,1,clear,high,21,medium,overspeeding,major,1,1,0,None,0.1
3979,Bangalore,Karnataka,13.116656,77.773627,1/8/2023,3:00,3,Sunday,1,highway,1,1,rain,medium,24,high,distraction,minor,3,1,0,None,0.45
3980,Mumbai,Maharashtra,19.120133,72.982572,3/13/2025,14:00,14,Thursday,0,highway,6,0,clear,high,29,low,drunk driving,major,5,4,0,None,0.1
3981,Pune,Maharashtra,18.588255,73.914643,5/1/2023,19:00,19,Monday,0,rural,3,0,clear,high,39,medium,weather,minor,3,2,1,None,0.25
3982,Kolkata,West Bengal,22.49166,88.461515,5/12/2023,0:00,0,Friday,0,highway,6,0,fog,low,40,low,poor road,minor,1,1,0,None,0.45
3983,Chennai,Tamil Nadu,13.134177,80.290553,4/5/2025,1:00,1,Saturday,1,rural,2,0,clear,high,31,low,weather,minor,2,2,0,None,0.1
3984,Chandigarh,Punjab,30.651363,76.731213,2/13/2022,18:00,18,Sunday,1,highway,4,1,clear,high,17,medium,overspeeding,minor,1,1,1,None,0.25
3985,Hyderabad,Telangana,17.474328,78.242956,1/5/2025,10:00,10,Sunday,1,urban,4,0,clear,high,17,high,weather,minor,3,3,1,None,0.45
3986,Pune,Maharashtra,18.685962,73.801636,12/6/2023,12:00,12,Wednesday,0,rural,4,1,clear,high,32,low,poor road,major,3,1,0,None,0.1
3987,Hyderabad,Telangana,17.491502,78.273382,1/10/2022,6:00,6,Monday,0,highway,1,0,clear,high,33,high,poor road,major,1,0,0,None,0.3
3988,Mumbai,Maharashtra,18.94374,72.860744,8/15/2023,13:00,13,Tuesday,0,rural,5,0,rain,medium,37,low,weather,minor,4,0,0,None,0.25
3989,Chandigarh,Punjab,30.700553,76.778951,11/24/2023,0:00,0,Friday,0,urban,1,0,fog,low,16,low,distraction,major,1,0,0,None,0.45
3990,Delhi,Delhi,28.809558,77.234388,5/18/2023,11:00,11,Thursday,0,rural,3,1,clear,high,26,low,distraction,major,3,1,0,None,0.1
3991,Chandigarh,Punjab,30.635093,76.775109,11/10/2022,6:00,6,Thursday,0,urban,4,1,fog,low,27,medium,drunk driving,minor,2,2,0,None,0.45
3992,Kolkata,West Bengal,22.622113,88.277919,11/19/2023,9:00,9,Sunday,1,rural,6,1,fog,low,34,high,weather,minor,1,1,1,None,0.8
